record_id,date,day_of_week,day_part,sales_usd,labor_hours,transactions,staff_on_floor
934,2024-07-05,Friday,evening,1983.38,8.5,105,5
935,2024-07-05,Friday,night,620.73,11.1,91,5
936,2024-07-06,Saturday,morning,1125.98,18.2,63,6
937,2024-07-06,Saturday,midday,1966.5,16.5,125,2
938,2024-07-06,Saturday,afternoon,1819.08,16.0,114,8
939,2024-07-06,Saturday,evening,2551.31,12.6,164,5
940,2024-07-06,Saturday,night,867.81,14.0,194,8
941,2024-07-07,Sunday,morning,929.88,14.8,148,7
942,2024-07-07,Sunday,midday,1573.09,18.1,136,5
943,2024-07-07,Sunday,afternoon,1393.12,12.8,64,6
944,2024-07-07,Sunday,evening,2096.26,17.0,32,7
945,2024-07-07,Sunday,night,695.9,14.5,105,6
946,2024-07-08,Monday,morning,733.15,12.0,129,8
947,2024-07-08,Monday,midday,1156.34,18.2,176,8
948,2024-07-08,Monday,afternoon,1028.67,8.2,157,2
949,2024-07-08,Monday,evening,1562.25,13.5,81,7
950,2024-07-08,Monday,night,464.51,12.0,44,6
951,2024-07-09,Tuesday,morning,689.86,15.0,134,8
952,2024-07-09,Tuesday,midday,1182.42,8.6,190,3
953,2024-07-09,Tuesday,afternoon,1057.73,19.8,77,6
954,2024-07-09,Tuesday,evening,1666.96,11.3,97,2
955,2024-07-09,Tuesday,night,516.32,18.3,172,5
956,2024-07-10,Wednesday,morning,816.63,14.1,137,7
957,2024-07-10,Wednesday,midday,1394.68,18.4,141,8
958,2024-07-10,Wednesday,afternoon,1161.53,14.5,108,3
959,2024-07-10,Wednesday,evening,1746.91,15.8,148,7
960,2024-07-10,Wednesday,night,610.18,13.9,179,3
961,2024-07-11,Thursday,morning,704.38,10.4,172,7
962,2024-07-11,Thursday,midday,1507.47,8.6,110,2
963,2024-07-11,Thursday,afternoon,1119.73,14.8,112,2
964,2024-07-11,Thursday,evening,1783.07,11.3,142,4
965,2024-07-11,Thursday,night,616.76,19.7,186,5
966,2024-07-12,Friday,morning,1012.21,12.9,143,3
967,2024-07-12,Friday,midday,1699.88,13.2,193,2
968,2024-07-12,Friday,afternoon,1420.87,8.6,48,8
969,2024-07-12,Friday,evening,2118.52,19.1,173,7
970,2024-07-12,Friday,night,691.32,17.6,157,3
971,2024-07-13,Saturday,morning,1024.78,11.5,84,6
972,2024-07-13,Saturday,midday,1783.53,18.1,67,8
973,2024-07-13,Saturday,afternoon,1667.38,9.2,54,3
974,2024-07-13,Saturday,evening,2403.12,17.4,42,5
975,2024-07-13,Saturday,night,834.86,16.5,143,7
976,2024-07-14,Sunday,morning,1069.45,13.1,44,7
977,2024-07-14,Sunday,midday,1641.61,13.4,89,8
978,2024-07-14,Sunday,afternoon,1415.14,15.0,111,7
979,2024-07-14,Sunday,evening,2027.05,18.9,113,6
980,2024-07-14,Sunday,night,672.81,18.1,68,8
981,2024-07-15,Monday,morning,650.62,19.7,113,5
982,2024-07-15,Monday,midday,1140.04,9.9,104,3
983,2024-07-15,Monday,afternoon,950.67,10.4,68,7
984,2024-07-15,Monday,evening,1428.22,10.2,115,7
985,2024-07-15,Monday,night,491.68,12.2,198,3
986,2024-07-16,Tuesday,morning,733.07,20.0,164,6
987,2024-07-16,Tuesday,midday,1343.25,8.2,157,2
988,2024-07-16,Tuesday,afternoon,1121.07,10.4,101,8
989,2024-07-16,Tuesday,evening,1585.4,17.1,81,3
990,2024-07-16,Tuesday,night,640.13,13.6,88,6
991,2024-07-17,Wednesday,morning,778.27,15.2,30,4
992,2024-07-17,Wednesday,midday,1320.63,10.3,68,7
993,2024-07-17,Wednesday,afternoon,1124.81,12.2,153,3
994,2024-07-17,Wednesday,evening,1756.74,12.0,123,3
995,2024-07-17,Wednesday,night,686.65,17.7,173,5
996,2024-07-18,Thursday,morning,896.06,9.1,171,2
997,2024-07-18,Thursday,midday,1425.45,13.5,38,2
998,2024-07-18,Thursday,afternoon,1095.4,14.2,54,5
999,2024-07-18,Thursday,evening,1774.3,14.9,120,2
1000,2024-07-18,Thursday,night,566.07,12.5,199,7
1001,2024-07-19,Friday,morning,985.13,19.3,114,2
1002,2024-07-19,Friday,midday,1721.82,18.1,152,4
1003,2024-07-19,Friday,afternoon,1461.07,18.5,59,3
1004,2024-07-19,Friday,evening,2188.63,14.0,167,6
1005,2024-07-19,Friday,night,786.43,10.0,167,2
1006,2024-07-20,Saturday,morning,1140.51,14.1,123,3
1007,2024-07-20,Saturday,midday,1868.73,19.9,91,7
1008,2024-07-20,Saturday,afternoon,1719.6,18.5,158,3
1009,2024-07-20,Saturday,evening,2440.79,19.3,155,8
1010,2024-07-20,Saturday,night,801.14,17.5,176,3
1011,2024-07-21,Sunday,morning,898.4,17.0,69,8
1012,2024-07-21,Sunday,midday,1556.46,11.2,37,5
1013,2024-07-21,Sunday,afternoon,1304.27,11.5,60,2
1014,2024-07-21,Sunday,evening,2130.08,16.0,85,3
1015,2024-07-21,Sunday,night,695.59,14.2,45,8
1016,2024-07-22,Monday,morning,818.05,10.9,183,4
1017,2024-07-22,Monday,midday,1213.08,15.4,74,8
1018,2024-07-22,Monday,afternoon,1017.52,11.6,51,8
1019,2024-07-22,Monday,evening,1536.16,10.2,111,5
1020,2024-07-22,Monday,night,403.08,17.4,38,2
1021,2024-07-23,Tuesday,morning,730.88,14.1,72,3
1022,2024-07-23,Tuesday,midday,1216.04,17.6,65,3
1023,2024-07-23,Tuesday,afternoon,1098.02,12.0,47,2
1024,2024-07-23,Tuesday,evening,1673.38,17.5,152,2
1025,2024-07-23,Tuesday,night,400.96,18.9,184,7
1026,2024-07-24,Wednesday,morning,762.33,8.8,190,2
1027,2024-07-24,Wednesday,midday,1409.56,9.1,119,6
1028,2024-07-24,Wednesday,afternoon,1024.06,9.9,156,7
1029,2024-07-24,Wednesday,evening,1722.95,11.1,107,2
1030,2024-07-24,Wednesday,night,477.22,16.9,181,3
1031,2024-07-25,Thursday,morning,662.76,17.4,161,4
1032,2024-07-25,Thursday,midday,1459.06,17.0,181,6
1033,2024-07-25,Thursday,afternoon,1136.49,8.8,94,8
1034,2024-07-25,Thursday,evening,1706.3,18.1,89,3
1035,2024-07-25,Thursday,night,628.41,10.8,156,6
1036,2024-07-26,Friday,morning,1043.85,18.9,42,5
1037,2024-07-26,Friday,midday,1638.59,15.5,117,8
1038,2024-07-26,Friday,afternoon,1371.35,12.5,52,3
1039,2024-07-26,Friday,evening,2072.47,12.1,182,8
1040,2024-07-26,Friday,night,595.5,13.1,108,2
1041,2024-07-27,Saturday,morning,1046.05,19.4,151,5
1042,2024-07-27,Saturday,midday,1993.44,12.9,106,5
1043,2024-07-27,Saturday,afternoon,1681.15,9.0,130,8
1044,2024-07-27,Saturday,evening,2509.69,13.6,38,4
1045,2024-07-27,Saturday,night,681.56,10.2,143,5
1046,2024-07-28,Sunday,morning,1134.63,15.9,91,2
1047,2024-07-28,Sunday,midday,1633.6,12.5,77,5
1048,2024-07-28,Sunday,afternoon,1489.87,11.3,68,4
1049,2024-07-28,Sunday,evening,2106.93,17.8,130,4
1050,2024-07-28,Sunday,night,754.66,14.0,159,8
1051,2024-07-29,Monday,morning,731.72,18.0,71,5
1052,2024-07-29,Monday,midday,1186.27,14.3,30,8
1053,2024-07-29,Monday,afternoon,1107.1,13.5,198,4
1054,2024-07-29,Monday,evening,1701.87,16.8,55,6
1055,2024-07-29,Monday,night,497.05,16.0,64,8
1056,2024-07-30,Tuesday,morning,586.81,18.7,200,5
1057,2024-07-30,Tuesday,midday,1359.41,13.3,105,4
1058,2024-07-30,Tuesday,afternoon,1131.37,11.7,191,7
1059,2024-07-30,Tuesday,evening,1550.88,16.1,197,5
1060,2024-07-30,Tuesday,night,608.38,13.9,34,2
1061,2024-07-31,Wednesday,morning,878.55,9.4,126,5
1062,2024-07-31,Wednesday,midday,1211.78,11.7,161,3
1063,2024-07-31,Wednesday,afternoon,1122.36,8.4,113,5
1064,2024-07-31,Wednesday,evening,1578.0,9.6,99,3
1065,2024-07-31,Wednesday,night,638.31,14.1,130,3
1066,2024-08-01,Thursday,morning,965.37,17.0,194,4
1067,2024-08-01,Thursday,midday,1358.53,17.3,36,5
1068,2024-08-01,Thursday,afternoon,1157.31,14.6,134,7
1069,2024-08-01,Thursday,evening,1968.99,15.7,156,7
1070,2024-08-01,Thursday,night,698.97,12.3,101,4
1071,2024-08-02,Friday,morning,1015.04,17.9,166,4
1072,2024-08-02,Friday,midday,1769.04,18.7,81,6
1073,2024-08-02,Friday,afternoon,1450.08,11.7,163,3
1074,2024-08-02,Friday,evening,2133.3,16.2,43,6
1075,2024-08-02,Friday,night,696.82,19.6,77,4
1076,2024-08-03,Saturday,morning,1155.12,11.7,151,3
1077,2024-08-03,Saturday,midday,1756.77,12.8,96,4
1078,2024-08-03,Saturday,afternoon,1493.76,12.7,128,8
1079,2024-08-03,Saturday,evening,2491.39,10.4,189,5
1080,2024-08-03,Saturday,night,795.71,14.0,134,7
1081,2024-08-04,Sunday,morning,1010.66,8.5,101,8
1082,2024-08-04,Sunday,midday,1752.55,14.4,199,6
1083,2024-08-04,Sunday,afternoon,1427.64,8.9,130,4
1084,2024-08-04,Sunday,evening,2002.76,16.6,131,6
1085,2024-08-04,Sunday,night,748.4,9.5,145,8
1086,2024-08-05,Monday,morning,535.11,8.1,166,8
1087,2024-08-05,Monday,midday,1168.11,15.2,122,4
1088,2024-08-05,Monday,afternoon,955.28,19.8,47,6
1089,2024-08-05,Monday,evening,1619.37,17.9,58,4
1090,2024-08-05,Monday,night,571.89,10.0,75,7
1091,2024-08-06,Tuesday,morning,638.18,17.3,130,8
1092,2024-08-06,Tuesday,midday,1168.46,19.3,117,5
1093,2024-08-06,Tuesday,afternoon,966.94,12.2,77,7
1094,2024-08-06,Tuesday,evening,1710.5,18.5,166,7
1095,2024-08-06,Tuesday,night,422.02,18.8,64,3
1096,2024-08-07,Wednesday,morning,744.2,12.1,46,5
1097,2024-08-07,Wednesday,midday,1335.76,14.9,90,6
1098,2024-08-07,Wednesday,afternoon,1142.57,13.2,84,6
1099,2024-08-07,Wednesday,evening,1691.33,16.2,63,3
1100,2024-08-07,Wednesday,night,430.94,10.7,91,6
1101,2024-08-08,Thursday,morning,846.12,8.4,196,5
1102,2024-08-08,Thursday,midday,1446.09,18.5,63,7
1103,2024-08-08,Thursday,afternoon,1164.51,15.3,100,7
1104,2024-08-08,Thursday,evening,1680.36,8.8,184,6
1105,2024-08-08,Thursday,night,628.73,10.6,87,4
1106,2024-08-09,Friday,morning,902.94,9.1,175,8
1107,2024-08-09,Friday,midday,1695.3,14.2,61,8
1108,2024-08-09,Friday,afternoon,1448.24,19.4,85,2
1109,2024-08-09,Friday,evening,2028.82,13.4,158,2
1110,2024-08-09,Friday,night,755.68,19.7,181,6
1111,2024-08-10,Saturday,morning,1063.1,14.5,149,2
1112,2024-08-10,Saturday,midday,1878.41,13.8,105,7
1113,2024-08-10,Saturday,afternoon,1810.54,14.4,88,3
1114,2024-08-10,Saturday,evening,2349.35,14.7,83,4
1115,2024-08-10,Saturday,night,887.51,14.4,37,3
1116,2024-08-11,Sunday,morning,796.85,17.3,37,8
1117,2024-08-11,Sunday,midday,1526.02,8.8,191,4
1118,2024-08-11,Sunday,afternoon,1377.54,16.7,179,2
1119,2024-08-11,Sunday,evening,1992.41,15.1,87,7
1120,2024-08-11,Sunday,night,746.27,18.4,44,8
1121,2024-08-12,Monday,morning,611.95,15.9,94,2
1122,2024-08-12,Monday,midday,1261.24,15.7,177,3
1123,2024-08-12,Monday,afternoon,828.3,18.6,188,5
1124,2024-08-12,Monday,evening,1618.26,10.3,187,3
1125,2024-08-12,Monday,night,546.72,17.1,49,7
1126,2024-08-13,Tuesday,morning,751.12,18.8,34,5
1127,2024-08-13,Tuesday,midday,1284.25,16.9,97,3
1128,2024-08-13,Tuesday,afternoon,940.71,14.7,105,7
1129,2024-08-13,Tuesday,evening,1623.88,16.9,186,7
1130,2024-08-13,Tuesday,night,523.22,8.2,120,3
1131,2024-08-14,Wednesday,morning,627.79,15.7,191,6
1132,2024-08-14,Wednesday,midday,1404.96,11.2,120,7
1133,2024-08-14,Wednesday,afternoon,1198.43,19.9,108,2
1134,2024-08-14,Wednesday,evening,1806.9,8.5,74,7
1135,2024-08-14,Wednesday,night,464.79,17.7,146,8
1136,2024-08-15,Thursday,morning,935.18,9.2,57,8
1137,2024-08-15,Thursday,midday,1478.76,13.7,51,4
1138,2024-08-15,Thursday,afternoon,1314.15,17.5,151,8
1139,2024-08-15,Thursday,evening,1954.09,14.3,94,6
1140,2024-08-15,Thursday,night,576.85,12.7,120,4
1141,2024-08-16,Friday,morning,855.41,10.3,101,8
1142,2024-08-16,Friday,midday,1523.3,19.8,141,8
1143,2024-08-16,Friday,afternoon,1431.31,17.7,141,3
1144,2024-08-16,Friday,evening,2081.71,9.7,58,3
1145,2024-08-16,Friday,night,706.36,8.3,52,5
1146,2024-08-17,Saturday,morning,982.47,17.4,82,6
1147,2024-08-17,Saturday,midday,1860.01,11.9,189,6
1148,2024-08-17,Saturday,afternoon,1613.46,18.6,154,8
1149,2024-08-17,Saturday,evening,2395.25,10.9,120,5
1150,2024-08-17,Saturday,night,768.28,18.6,55,6
1151,2024-08-18,Sunday,morning,1058.38,13.3,176,6
1152,2024-08-18,Sunday,midday,1476.07,19.0,142,8
1153,2024-08-18,Sunday,afternoon,1497.05,8.6,150,3
1154,2024-08-18,Sunday,evening,2122.9,12.8,91,7
1155,2024-08-18,Sunday,night,617.54,13.7,66,2
1156,2024-08-19,Monday,morning,580.88,18.9,183,5
1157,2024-08-19,Monday,midday,1244.54,19.8,88,2
1158,2024-08-19,Monday,afternoon,1042.69,12.7,87,7
1159,2024-08-19,Monday,evening,1521.65,10.9,81,8
1160,2024-08-19,Monday,night,394.73,8.0,149,2
1161,2024-08-20,Tuesday,morning,564.56,19.5,41,6
1162,2024-08-20,Tuesday,midday,1370.0,15.7,135,4
1163,2024-08-20,Tuesday,afternoon,1166.86,13.7,56,8
1164,2024-08-20,Tuesday,evening,1643.07,19.7,54,3
1165,2024-08-20,Tuesday,night,601.02,15.4,112,2
1166,2024-08-21,Wednesday,morning,836.91,14.1,127,2
1167,2024-08-21,Wednesday,midday,1347.66,15.8,51,6
1168,2024-08-21,Wednesday,afternoon,1148.6,14.7,186,6
1169,2024-08-21,Wednesday,evening,1735.81,16.5,199,6
1170,2024-08-21,Wednesday,night,474.06,15.4,147,5
1171,2024-08-22,Thursday,morning,751.02,10.5,77,8
1172,2024-08-22,Thursday,midday,1309.96,14.1,147,3
1173,2024-08-22,Thursday,afternoon,1283.43,10.5,139,2
1174,2024-08-22,Thursday,evening,1880.5,15.4,52,6
1175,2024-08-22,Thursday,night,480.54,9.1,91,8
1176,2024-08-23,Friday,morning,945.16,18.6,55,2
1177,2024-08-23,Friday,midday,1634.25,17.1,67,5
1178,2024-08-23,Friday,afternoon,1490.22,15.3,115,8
1179,2024-08-23,Friday,evening,2171.55,8.5,183,3
1180,2024-08-23,Friday,night,750.3,14.2,146,5
1181,2024-08-24,Saturday,morning,1172.82,10.5,50,2
1182,2024-08-24,Saturday,midday,1841.81,18.0,37,7
1183,2024-08-24,Saturday,afternoon,1554.42,13.2,44,3
1184,2024-08-24,Saturday,evening,2288.65,15.4,105,5
1185,2024-08-24,Saturday,night,808.53,17.5,119,2
1186,2024-08-25,Sunday,morning,962.91,11.9,54,3
1187,2024-08-25,Sunday,midday,1399.29,15.8,151,8
1188,2024-08-25,Sunday,afternoon,1459.05,15.5,113,4
1189,2024-08-25,Sunday,evening,2074.3,14.5,117,3
1190,2024-08-25,Sunday,night,677.71,14.5,121,8
1191,2024-08-26,Monday,morning,614.86,17.3,117,8
1192,2024-08-26,Monday,midday,1310.8,9.0,71,2
1193,2024-08-26,Monday,afternoon,1172.37,13.1,116,4
1194,2024-08-26,Monday,evening,1564.44,8.8,61,5
1195,2024-08-26,Monday,night,562.16,15.8,167,3
1196,2024-08-27,Tuesday,morning,803.48,19.3,134,6
1197,2024-08-27,Tuesday,midday,1182.68,9.1,84,3
1198,2024-08-27,Tuesday,afternoon,885.44,11.4,33,7
1199,2024-08-27,Tuesday,evening,1611.88,19.9,75,6
1200,2024-08-27,Tuesday,night,666.64,13.3,72,7
1201,2024-08-28,Wednesday,morning,821.98,12.7,117,4
1202,2024-08-28,Wednesday,midday,1309.03,19.5,53,7
1203,2024-08-28,Wednesday,afternoon,1216.41,15.4,197,7
1204,2024-08-28,Wednesday,evening,1624.68,16.9,66,7
1205,2024-08-28,Wednesday,night,597.2,12.7,49,2
1206,2024-08-29,Thursday,morning,812.68,16.8,167,2
1207,2024-08-29,Thursday,midday,1428.18,14.7,156,7
1208,2024-08-29,Thursday,afternoon,1214.02,19.6,100,8
1209,2024-08-29,Thursday,evening,1636.75,11.1,131,5
1210,2024-08-29,Thursday,night,653.01,16.4,74,5
1211,2024-08-30,Friday,morning,1123.75,18.3,147,4
1212,2024-08-30,Friday,midday,1668.98,11.9,82,2
1213,2024-08-30,Friday,afternoon,1333.14,9.3,83,8
1214,2024-08-30,Friday,evening,2250.7,12.2,115,4
1215,2024-08-30,Friday,night,610.57,8.9,52,3
1216,2024-08-31,Saturday,morning,970.72,17.4,199,6
1217,2024-08-31,Saturday,midday,1866.27,8.5,153,2
1218,2024-08-31,Saturday,afternoon,1677.83,18.0,44,5
1219,2024-08-31,Saturday,evening,2429.15,15.0,45,2
1220,2024-08-31,Saturday,night,844.52,11.6,98,8
1221,2024-09-01,Sunday,morning,1090.12,12.3,168,7
1222,2024-09-01,Sunday,midday,1530.91,10.1,124,8
1223,2024-09-01,Sunday,afternoon,1373.81,10.0,199,2
1224,2024-09-01,Sunday,evening,1993.28,18.5,72,4
1225,2024-09-01,Sunday,night,702.58,8.4,196,3
1226,2024-09-02,Monday,morning,494.8,18.6,128,8
1227,2024-09-02,Monday,midday,1114.04,13.7,31,2
1228,2024-09-02,Monday,afternoon,1105.78,9.2,126,8
1229,2024-09-02,Monday,evening,1485.63,13.7,154,2
1230,2024-09-02,Monday,night,557.64,9.3,172,7
1231,2024-09-03,Tuesday,morning,638.62,13.8,74,3
1232,2024-09-03,Tuesday,midday,1264.01,13.1,45,2
1233,2024-09-03,Tuesday,afternoon,1102.87,13.3,91,4
1234,2024-09-03,Tuesday,evening,1678.62,14.7,48,6
1235,2024-09-03,Tuesday,night,562.79,14.8,126,2
1236,2024-09-04,Wednesday,morning,890.13,8.7,140,6
1237,2024-09-04,Wednesday,midday,1421.19,14.1,110,3
1238,2024-09-04,Wednesday,afternoon,1173.46,9.2,152,4
1239,2024-09-04,Wednesday,evening,1520.38,17.4,63,2
1240,2024-09-04,Wednesday,night,608.05,17.7,191,4
1241,2024-09-05,Thursday,morning,853.02,17.5,47,2
1242,2024-09-05,Thursday,midday,1437.48,16.4,151,5
1243,2024-09-05,Thursday,afternoon,1195.61,15.5,161,2
1244,2024-09-05,Thursday,evening,1895.39,15.7,38,6
1245,2024-09-05,Thursday,night,517.98,16.0,65,7
1246,2024-09-06,Friday,morning,849.42,12.4,129,8
1247,2024-09-06,Friday,midday,1733.48,8.5,124,7
1248,2024-09-06,Friday,afternoon,1394.02,18.8,76,7
1249,2024-09-06,Friday,evening,2175.63,18.8,50,5
1250,2024-09-06,Friday,night,826.86,10.6,39,4
1251,2024-09-07,Saturday,morning,1039.17,10.3,110,6
1252,2024-09-07,Saturday,midday,1906.46,10.4,46,5
1253,2024-09-07,Saturday,afternoon,1667.48,12.3,153,3
1254,2024-09-07,Saturday,evening,2437.53,8.8,125,6
1255,2024-09-07,Saturday,night,889.62,16.1,84,6
1256,2024-09-08,Sunday,morning,815.01,18.9,79,8
1257,2024-09-08,Sunday,midday,1542.28,17.4,99,3
1258,2024-09-08,Sunday,afternoon,1392.72,19.7,112,2
1259,2024-09-08,Sunday,evening,2008.83,16.0,35,6
1260,2024-09-08,Sunday,night,730.47,12.5,71,3
1261,2024-09-09,Monday,morning,680.67,15.3,96,6
1262,2024-09-09,Monday,midday,1188.75,13.4,173,6
1263,2024-09-09,Monday,afternoon,1009.63,10.9,60,4
1264,2024-09-09,Monday,evening,1487.71,19.5,68,3
1265,2024-09-09,Monday,night,553.13,11.9,44,3
1266,2024-09-10,Tuesday,morning,719.59,10.8,72,2
1267,2024-09-10,Tuesday,midday,1184.59,12.9,175,7
1268,2024-09-10,Tuesday,afternoon,1035.03,10.7,68,7
1269,2024-09-10,Tuesday,evening,1597.34,12.9,43,5
1270,2024-09-10,Tuesday,night,729.57,19.0,56,2
1271,2024-09-11,Wednesday,morning,785.19,17.0,74,8
1272,2024-09-11,Wednesday,midday,1312.64,9.7,48,6
1273,2024-09-11,Wednesday,afternoon,1091.64,16.0,161,6
1274,2024-09-11,Wednesday,evening,1757.25,9.4,92,5
1275,2024-09-11,Wednesday,night,511.99,17.6,163,6
1276,2024-09-12,Thursday,morning,710.94,10.3,49,6
1277,2024-09-12,Thursday,midday,1483.17,10.2,95,7
1278,2024-09-12,Thursday,afternoon,1137.59,10.8,123,6
1279,2024-09-12,Thursday,evening,1793.06,16.4,44,6
1280,2024-09-12,Thursday,night,748.49,16.2,84,7
1281,2024-09-13,Friday,morning,875.23,13.3,117,7
1282,2024-09-13,Friday,midday,1838.63,17.1,195,3
1283,2024-09-13,Friday,afternoon,1370.83,19.7,140,2
1284,2024-09-13,Friday,evening,2175.23,19.5,83,6
1285,2024-09-13,Friday,night,548.15,18.8,89,4
1286,2024-09-14,Saturday,morning,1190.4,16.8,122,5
1287,2024-09-14,Saturday,midday,1819.28,9.5,86,7
1288,2024-09-14,Saturday,afternoon,1503.22,10.6,98,2
1289,2024-09-14,Saturday,evening,2472.17,12.9,137,7
1290,2024-09-14,Saturday,night,819.61,8.9,179,5
1291,2024-09-15,Sunday,morning,1018.13,12.3,141,4
1292,2024-09-15,Sunday,midday,1572.83,10.1,153,7
1293,2024-09-15,Sunday,afternoon,1499.37,9.9,124,2
1294,2024-09-15,Sunday,evening,2083.26,19.5,104,8
1295,2024-09-15,Sunday,night,638.63,11.0,181,8
1296,2024-09-16,Monday,morning,663.22,10.4,107,7
1297,2024-09-16,Monday,midday,1184.62,15.2,200,8
1298,2024-09-16,Monday,afternoon,1168.43,15.1,80,2
1299,2024-09-16,Monday,evening,1461.93,14.7,37,2
1300,2024-09-16,Monday,night,463.42,17.6,74,2
1301,2024-09-17,Tuesday,morning,717.63,10.8,97,7
1302,2024-09-17,Tuesday,midday,1253.3,17.4,90,2
1303,2024-09-17,Tuesday,afternoon,1112.82,9.1,80,3
1304,2024-09-17,Tuesday,evening,1624.97,13.6,48,6
1305,2024-09-17,Tuesday,night,501.3,17.0,96,4
1306,2024-09-18,Wednesday,morning,814.02,8.7,51,4
1307,2024-09-18,Wednesday,midday,1348.31,15.5,97,3
1308,2024-09-18,Wednesday,afternoon,1169.86,17.5,114,4
1309,2024-09-18,Wednesday,evening,1665.88,15.3,173,8
1310,2024-09-18,Wednesday,night,569.51,8.6,69,8
1311,2024-09-19,Thursday,morning,772.17,16.6,88,4
1312,2024-09-19,Thursday,midday,1326.16,17.6,150,2
1313,2024-09-19,Thursday,afternoon,1242.12,17.5,145,8
1314,2024-09-19,Thursday,evening,1818.43,13.6,89,6
1315,2024-09-19,Thursday,night,698.34,14.8,65,2
1316,2024-09-20,Friday,morning,1025.33,10.3,179,3
1317,2024-09-20,Friday,midday,1768.34,10.9,96,6
1318,2024-09-20,Friday,afternoon,1511.14,13.1,166,4
1319,2024-09-20,Friday,evening,2156.79,16.7,86,6
1320,2024-09-20,Friday,night,700.21,11.5,193,7
1321,2024-09-21,Saturday,morning,1040.11,18.8,82,4
1322,2024-09-21,Saturday,midday,1786.96,19.9,96,3
1323,2024-09-21,Saturday,afternoon,1651.51,17.3,109,5
1324,2024-09-21,Saturday,evening,2477.87,11.8,108,2
1325,2024-09-21,Saturday,night,820.74,11.5,113,6
1326,2024-09-22,Sunday,morning,851.18,10.8,74,7
1327,2024-09-22,Sunday,midday,1673.86,10.4,60,8
1328,2024-09-22,Sunday,afternoon,1317.94,14.1,163,8
1329,2024-09-22,Sunday,evening,1987.32,14.4,49,2
1330,2024-09-22,Sunday,night,786.39,15.9,189,5
1331,2024-09-23,Monday,morning,652.55,17.6,161,3
1332,2024-09-23,Monday,midday,1201.41,13.4,152,7
1333,2024-09-23,Monday,afternoon,911.05,14.4,110,6
1334,2024-09-23,Monday,evening,1591.34,8.6,146,2
1335,2024-09-23,Monday,night,467.8,8.4,172,3
1336,2024-09-24,Tuesday,morning,671.02,8.8,188,2
1337,2024-09-24,Tuesday,midday,1250.69,17.0,117,5
1338,2024-09-24,Tuesday,afternoon,1108.67,14.2,67,5
1339,2024-09-24,Tuesday,evening,1578.85,16.8,38,4
1340,2024-09-24,Tuesday,night,419.94,18.9,64,6
1341,2024-09-25,Wednesday,morning,784.01,10.0,166,6
1342,2024-09-25,Wednesday,midday,1349.0,18.0,73,3
1343,2024-09-25,Wednesday,afternoon,1202.81,13.1,116,4
1344,2024-09-25,Wednesday,evening,1830.79,9.5,92,5
1345,2024-09-25,Wednesday,night,609.28,11.1,128,5
1346,2024-09-26,Thursday,morning,792.95,10.7,77,6
1347,2024-09-26,Thursday,midday,1450.35,12.7,81,7
1348,2024-09-26,Thursday,afternoon,1074.84,17.4,79,5
1349,2024-09-26,Thursday,evening,1914.69,12.1,93,2
1350,2024-09-26,Thursday,night,691.3,11.1,150,8
1351,2024-09-27,Friday,morning,1005.29,18.3,112,4
1352,2024-09-27,Friday,midday,1677.31,10.1,117,7
1353,2024-09-27,Friday,afternoon,1471.86,17.9,89,6
1354,2024-09-27,Friday,evening,2236.96,12.1,95,6
1355,2024-09-27,Friday,night,741.45,20.0,88,8
1356,2024-09-28,Saturday,morning,1085.42,11.8,98,4
1357,2024-09-28,Saturday,midday,1854.67,12.7,102,2
1358,2024-09-28,Saturday,afternoon,1725.19,19.3,33,7
1359,2024-09-28,Saturday,evening,2333.78,18.6,92,8
1360,2024-09-28,Saturday,night,870.58,19.0,43,7
1361,2024-09-29,Sunday,morning,941.66,11.7,159,7
1362,2024-09-29,Sunday,midday,1650.24,11.9,141,8
1363,2024-09-29,Sunday,afternoon,1359.2,16.6,44,4
1364,2024-09-29,Sunday,evening,2125.47,18.8,74,8
1365,2024-09-29,Sunday,night,631.45,18.3,168,7
1366,2024-09-30,Monday,morning,805.02,18.9,170,5
1367,2024-09-30,Monday,midday,1275.07,13.5,84,7
1368,2024-09-30,Monday,afternoon,990.08,12.1,93,2
1369,2024-09-30,Monday,evening,1587.51,8.3,36,3
1370,2024-09-30,Monday,night,552.0,12.4,187,2
1371,2024-10-01,Tuesday,morning,693.72,18.3,193,5
1372,2024-10-01,Tuesday,midday,1260.35,11.7,152,5
1373,2024-10-01,Tuesday,afternoon,1038.42,18.7,150,4
1374,2024-10-01,Tuesday,evening,1725.25,18.8,109,7
1375,2024-10-01,Tuesday,night,613.33,9.3,180,8
1376,2024-10-02,Wednesday,morning,685.69,18.8,47,5
1377,2024-10-02,Wednesday,midday,1318.37,19.5,88,3
1378,2024-10-02,Wednesday,afternoon,1144.09,10.5,168,4
1379,2024-10-02,Wednesday,evening,1815.39,18.4,197,6
1380,2024-10-02,Wednesday,night,518.46,8.4,181,6
1381,2024-10-03,Thursday,morning,684.12,13.2,53,3
1382,2024-10-03,Thursday,midday,1452.44,14.3,161,8
1383,2024-10-03,Thursday,afternoon,1198.84,17.5,184,8
1384,2024-10-03,Thursday,evening,1763.0,8.7,123,7
1385,2024-10-03,Thursday,night,528.44,16.5,136,3
1386,2024-10-04,Friday,morning,991.79,11.9,114,6
1387,2024-10-04,Friday,midday,1674.26,14.6,158,2
